#,stock_tick,stock_marketName,stock_isInfoAvailable
869,036690,KOSDAQ,1
870,036710,KOSDAQ,1
871,036800,KOSDAQ,1
872,036810,KOSDAQ,1
873,036830,KOSDAQ,1
874,036890,KOSDAQ,1
875,036930,KOSDAQ,1
876,037030,KOSDAQ,1
877,037070,KOSDAQ,1
878,037230,KOSDAQ,1
879,037270,KOSPI,1
880,037330,KOSDAQ,1
881,037350,KOSDAQ,1
882,037370,KOSDAQ,1
883,037400,KOSDAQ,1
884,037440,KOSDAQ,1
885,037460,KOSDAQ,1
886,037560,KOSPI,1
887,037710,KOSPI,1
888,037760,KOSDAQ,1
889,037950,KOSDAQ,1
890,038010,KOSDAQ,1
891,038060,KOSDAQ,1
892,038070,KOSDAQ,1
893,038110,KOSDAQ,1
894,038290,KOSDAQ,1
895,038340,KOSDAQ,1
896,038390,KOSDAQ,1
897,038460,KOSDAQ,1
898,038500,KOSDAQ,1
899,038530,KOSDAQ,1
900,038540,KOSDAQ,1
901,038620,KOSDAQ,1
902,038680,KOSDAQ,1
903,038870,KOSDAQ,1
904,038880,KOSDAQ,1
905,038950,KOSDAQ,1
906,039010,KOSDAQ,1
907,039020,KOSDAQ,1
908,039030,KOSDAQ,1
909,039130,KOSPI,1
910,039200,KOSDAQ,1
911,039240,KOSDAQ,1
912,039290,KOSDAQ,1
913,039310,KOSDAQ,1
914,039340,KOSDAQ,1
915,039420,KOSDAQ,1
916,039440,KOSDAQ,1
917,039490,KOSPI,1
918,039560,KOSDAQ,1
919,039570,KOSPI,1
920,039610,KOSDAQ,1
921,039670,KOSDAQ,1
922,039740,KOSDAQ,1
923,039830,KOSDAQ,1
924,039840,KOSDAQ,1
925,039860,KOSDAQ,1
926,039980,KOSDAQ,1
927,040160,KOSDAQ,1
928,040300,KOSDAQ,1
929,040350,KOSDAQ,1
930,040420,KOSDAQ,1
931,040610,KOSDAQ,1
932,040910,KOSDAQ,1
933,041020,KOSDAQ,1
934,041140,KOSDAQ,1
935,041190,KOSDAQ,1
936,041440,KOSDAQ,1
937,041460,KOSDAQ,1
938,041510,KOSDAQ,1
939,041520,KOSDAQ,1
940,041590,KOSDAQ,1
941,041650,KOSPI,1
942,041830,KOSDAQ,1
943,041910,KOSDAQ,1
944,041920,KOSDAQ,1
945,041930,KOSDAQ,1
946,041960,KOSDAQ,1
947,042000,KOSDAQ,1
948,042040,KOSDAQ,1
949,042110,KOSDAQ,1
950,042370,KOSDAQ,1
951,042420,KOSDAQ,1
952,042500,KOSDAQ,1
953,042510,KOSDAQ,1
954,042520,KOSDAQ,1
955,042600,KOSDAQ,1
956,042660,KOSPI,1
957,042670,KOSPI,1
958,042700,KOSPI,1
959,042940,KOSDAQ,1
960,043090,KOSDAQ,1
961,043100,KOSDAQ,1
962,043150,KOSDAQ,1
963,043200,KOSDAQ,1
964,043220,KOSDAQ,1
965,043260,KOSDAQ,1
966,043340,KOSDAQ,1
967,043360,KOSDAQ,1
968,043370,KOSDAQ,1
969,043590,KOSDAQ,1
970,043610,KOSDAQ,1
971,043650,KOSDAQ,1
972,043710,KOSDAQ,1
973,043910,KOSDAQ,1
974,044060,KOSDAQ,1
975,044180,KOSDAQ,1
976,044340,KOSDAQ,1
977,044380,KOSPI,1
978,044450,KOSPI,1
979,044480,KOSDAQ,1
980,044490,KOSDAQ,1
981,044780,KOSDAQ,1
982,044820,KOSPI,1
983,044960,KOSDAQ,1
984,045060,KOSDAQ,1
985,045100,KOSDAQ,1
986,045300,KOSDAQ,1
987,045340,KOSDAQ,1
988,045390,KOSDAQ,1
989,045510,KOSDAQ,1
990,045520,KOSDAQ,1
991,045660,KOSDAQ,1
992,045970,KOSDAQ,1
993,046070,KOSDAQ,1
994,046110,KOSDAQ,1
995,046120,KOSDAQ,1
996,046140,KOSDAQ,1
997,046210,KOSDAQ,1
998,046310,KOSDAQ,1
999,046390,KOSDAQ,1
1000,046440,KOSDAQ,1
1001,046890,KOSDAQ,1
1002,046940,KOSDAQ,1
1003,046970,KOSDAQ,1
1004,047040,KOSPI,1
1005,047050,KOSPI,1
1006,047080,KOSDAQ,1
1007,047310,KOSDAQ,1
1008,047400,KOSPI,1
1009,047560,KOSDAQ,1
1010,047770,KOSDAQ,1
1011,047810,KOSPI,1
1012,047820,KOSDAQ,1
1013,047920,KOSDAQ,1
1014,048260,KOSDAQ,1
1015,048410,KOSDAQ,1
1016,048430,KOSDAQ,1
1017,048470,KOSDAQ,1
1018,048530,KOSDAQ,1
1019,048550,KOSDAQ,1
1020,048770,KOSDAQ,1
1021,048830,KOSDAQ,1
1022,048870,KOSDAQ,1
1023,048910,KOSDAQ,1
1024,049070,KOSDAQ,1
1025,049080,KOSDAQ,1
1026,049120,KOSDAQ,1
1027,049180,KOSDAQ,1
1028,049430,KOSDAQ,1
1029,049470,KOSDAQ,1
1030,049480,KOSDAQ,1
1031,049520,KOSDAQ,1
1032,049550,KOSDAQ,1
1033,049630,KOSDAQ,1
1034,049720,KOSDAQ,1
1035,049770,KOSPI,1
1036,049800,KOSPI,1
1037,049830,KOSDAQ,1
1038,049950,KOSDAQ,1
1039,049960,KOSDAQ,1
1040,050090,KOSDAQ,1
1041,050110,KOSDAQ,1
1042,050120,KOSDAQ,1
1043,050320,KOSDAQ,1
1044,050540,KOSDAQ,1
1045,050760,KOSDAQ,1
1046,050860,KOSDAQ,1
1047,050890,KOSDAQ,1
1048,050960,KOSDAQ,1
1049,051160,KOSDAQ,1
1050,051360,KOSDAQ,1
1051,051370,KOSDAQ,1
1052,051380,KOSDAQ,1
1053,051390,KOSDAQ,1
1054,051490,KOSDAQ,1
1055,051500,KOSDAQ,1
1056,051600,KOSPI,1
1057,051630,KOSPI,1
1058,051780,KOSDAQ,1
1059,051900,KOSPI,1
1060,051905,KOSPI,1
1061,051910,KOSPI,1
1062,051915,KOSPI,1
1063,051980,KOSDAQ,1
1064,052020,KOSDAQ,1
1065,052190,KOSDAQ,1
1066,052220,KOSDAQ,1
1067,052260,KOSDAQ,1
1068,052300,KOSDAQ,1
1069,052330,KOSDAQ,1
1070,052400,KOSDAQ,1
1071,052420,KOSDAQ,1
1072,052460,KOSDAQ,1
1073,052600,KOSDAQ,1
1074,052670,KOSDAQ,1
1075,052690,KOSPI,1
1076,052710,KOSDAQ,1
1077,052770,KOSDAQ,1
1078,052790,KOSDAQ,1
1079,052860,KOSDAQ,1
1080,052900,KOSDAQ,1
1081,053030,KOSDAQ,1
1082,053050,KOSDAQ,1
1083,053060,KOSDAQ,1
1084,053080,KOSDAQ,1
1085,053110,KOSDAQ,1
1086,053160,KOSDAQ,1
1087,053210,KOSPI,1
1088,053260,KOSDAQ,1
1089,053270,KOSDAQ,1
1090,053280,KOSDAQ,1
1091,053290,KOSDAQ,1
1092,053300,KOSDAQ,1
1093,053350,KOSDAQ,1
1094,053450,KOSDAQ,1
1095,053580,KOSDAQ,1
1096,053590,KOSDAQ,1
1097,053610,KOSDAQ,1
1098,053620,KOSDAQ,1
1099,053660,KOSDAQ,1
1100,053690,KOSPI,1
1101,053700,KOSDAQ,1
1102,053800,KOSDAQ,1
1103,053950,KOSDAQ,1
1104,053980,KOSDAQ,1
1105,054040,KOSDAQ,1
1106,054050,KOSDAQ,1
1107,054090,KOSDAQ,1
1108,054180,KOSDAQ,1
1109,054210,KOSDAQ,1
1110,054220,KOSDAQ,1
1111,054300,KOSDAQ,1
1112,054410,KOSDAQ,1
1113,054450,KOSDAQ,1
1114,054540,KOSDAQ,1
1115,054620,KOSDAQ,1
1116,054630,KOSDAQ,1
1117,054670,KOSDAQ,1
1118,054780,KOSDAQ,1
1119,054800,KOSDAQ,1
1120,054920,KOSDAQ,1
1121,054930,KOSDAQ,1
1122,054940,KOSDAQ,1
1123,054950,KOSDAQ,1
1124,055490,KOSPI,1
1125,055550,KOSPI,1
1126,056000,KOSDAQ,1
1127,056080,KOSDAQ,1
1128,056090,KOSDAQ,1
1129,056190,KOSDAQ,1
1130,056360,KOSDAQ,1
1131,056700,KOSDAQ,1
1132,056730,KOSDAQ,1
1133,057030,KOSDAQ,1
1134,057050,KOSPI,1
1135,057540,KOSDAQ,1
1136,057680,KOSDAQ,1
1137,057880,KOSDAQ,1
1138,058110,KOSDAQ,1
1139,058220,KOSDAQ,1
1140,058400,KOSDAQ,1
1141,058420,KOSDAQ,1
1142,058430,KOSPI,1
1143,058450,KOSDAQ,1
1144,058470,KOSDAQ,1
1145,058530,KOSDAQ,1
1146,058610,KOSDAQ,1
1147,058630,KOSDAQ,1
1148,058650,KOSPI,1
1149,058730,KOSPI,1
1150,058820,KOSDAQ,1
1151,058850,KOSPI,1
1152,058860,KOSPI,1
1153,058970,KOSDAQ,1
1154,059090,KOSDAQ,1
1155,059100,KOSDAQ,1
1156,059120,KOSDAQ,1
1157,059210,KOSDAQ,1
1158,059270,KOSDAQ,1
1159,060150,KOSDAQ,1
1160,060230,KOSDAQ,1
1161,060240,KOSDAQ,1
1162,060250,KOSDAQ,1
1163,060260,KOSDAQ,1
1164,060280,KOSDAQ,1
1165,060300,KOSDAQ,1
1166,060310,KOSDAQ,1
1167,060370,KOSDAQ,1
1168,060380,KOSDAQ,1
1169,060480,KOSDAQ,1
1170,060540,KOSDAQ,1
1171,060560,KOSDAQ,1
1172,060570,KOSDAQ,1
1173,060590,KOSDAQ,1
1174,060720,KOSDAQ,1
1175,060850,KOSDAQ,1
1176,060900,KOSDAQ,1
1177,060980,KOSPI,1
1178,061040,KOSDAQ,1
1179,061250,KOSDAQ,1
1180,061970,KOSDAQ,1
1181,062860,KOSDAQ,1
1182,062970,KOSDAQ,1
1183,063080,KOSDAQ,1
1184,063160,KOSPI,1
1185,063170,KOSDAQ,1
1186,063440,KOSDAQ,1
1187,063570,KOSDAQ,1
1188,063760,KOSDAQ,1
1189,064090,KOSDAQ,1
1190,064240,KOSDAQ,1
1191,064260,KOSDAQ,1
1192,064290,KOSDAQ,1
1193,064350,KOSPI,1
1194,064480,KOSDAQ,1
1195,064510,KOSDAQ,1
1196,064520,KOSDAQ,1
1197,064550,KOSDAQ,1
1198,064760,KOSDAQ,1
1199,064800,KOSDAQ,1
1200,064820,KOSDAQ,1
1201,064850,KOSDAQ,1
1202,064960,KOSPI,1
1203,065060,KOSDAQ,1
1204,065130,KOSDAQ,1
1205,065150,KOSDAQ,1
1206,065170,KOSDAQ,1
1207,065350,KOSDAQ,1
1208,065370,KOSDAQ,1
1209,065420,KOSDAQ,1
1210,065440,KOSDAQ,1
1211,065450,KOSDAQ,1
1212,065500,KOSDAQ,1
1213,065510,KOSDAQ,1
1214,065530,KOSDAQ,1
1215,065560,KOSDAQ,1
1216,065570,KOSDAQ,1
1217,065650,KOSDAQ,1
1218,065660,KOSDAQ,1
1219,065680,KOSDAQ,1
1220,065690,KOSDAQ,1
1221,065710,KOSDAQ,1
1222,065770,KOSDAQ,1
1223,065950,KOSDAQ,1
1224,066110,KOSDAQ,1
1225,066130,KOSDAQ,1
1226,066310,KOSDAQ,1
1227,066360,KOSDAQ,1
1228,066410,KOSDAQ,1
1229,066430,KOSDAQ,1
1230,066570,KOSPI,1
1231,066575,KOSPI,1
1232,066590,KOSDAQ,1
1233,066620,KOSDAQ,1
1234,066670,KOSDAQ,1
1235,066700,KOSDAQ,1
1236,066790,KOSDAQ,1
1237,066900,KOSDAQ,1
1238,066910,KOSDAQ,1
1239,066970,KOSDAQ,1
1240,066980,KOSDAQ,1
1241,067000,KOSDAQ,1
1242,067010,KOSDAQ,1
1243,067080,KOSDAQ,1
1244,067160,KOSDAQ,1
1245,067170,KOSDAQ,1
1246,067280,KOSDAQ,1
1247,067290,KOSDAQ,1
1248,067310,KOSDAQ,1
1249,067390,KOSDAQ,1
1250,067570,KOSDAQ,1
1251,067630,KOSDAQ,1
1252,067730,KOSDAQ,1
1253,067770,KOSDAQ,1
1254,067830,KOSPI,1
1255,067900,KOSDAQ,1
1256,067920,KOSDAQ,1
1257,067990,KOSDAQ,1
1258,068050,KOSDAQ,1
1259,068240,KOSDAQ,1
1260,068270,KOSPI,1
1261,068290,KOSPI,1
1262,068330,KOSDAQ,1
1263,068400,KOSPI,1
1264,068760,KOSDAQ,1
1265,068790,KOSDAQ,1
1266,068930,KOSDAQ,1
1267,068940,KOSDAQ,1
1268,069080,KOSDAQ,1
1269,069110,KOSDAQ,1
1270,069140,KOSDAQ,1
1271,069260,KOSPI,1
1272,069330,KOSDAQ,1
1273,069410,KOSDAQ,1
1274,069460,KOSPI,1
1275,069510,KOSDAQ,1
1276,069540,KOSDAQ,1
1277,069620,KOSPI,1
1278,069640,KOSPI,1
1279,069730,KOSPI,1
1280,069920,KOSDAQ,1
1281,069960,KOSPI,1
1282,070300,KOSDAQ,1
1283,070590,KOSDAQ,1
1284,070960,KOSPI,1
1285,071050,KOSPI,1
1286,071055,KOSPI,1
1287,071090,KOSPI,1
1288,071200,KOSDAQ,1
1289,071280,KOSDAQ,1
1290,071320,KOSPI,1
1291,071460,KOSDAQ,1
1292,071670,KOSDAQ,1
1293,071840,KOSPI,1
1294,071850,KOSDAQ,1
1295,071950,KOSPI,1
1296,071970,KOSPI,1
1297,072020,KOSDAQ,1
1298,072130,KOSPI,1
1299,072470,KOSDAQ,1
1300,072520,KOSDAQ,1
1301,072710,KOSPI,1
1302,072770,KOSDAQ,1
1303,072870,KOSDAQ,1
1304,072950,KOSDAQ,1
1305,072990,KOSDAQ,1
1306,073010,KOSDAQ,1
1307,073110,KOSDAQ,1
1308,073190,KOSDAQ,1
1309,073240,KOSPI,1
1310,073490,KOSDAQ,1
1311,073540,KOSDAQ,1
1312,073560,KOSDAQ,1
1313,073570,KOSDAQ,1
1314,073640,KOSDAQ,1
1315,074430,KOSDAQ,1
1316,074600,KOSDAQ,1
1317,074610,KOSPI,1
1318,075130,KOSDAQ,1
1319,075180,KOSPI,1
1320,075580,KOSPI,1
1321,075970,KOSDAQ,1
1322,076080,KOSDAQ,1
1323,076610,KOSDAQ,1
1324,077360,KOSDAQ,1
1325,077500,KOSPI,1
1326,077970,KOSPI,1
1327,078000,KOSPI,1
1328,078020,KOSDAQ,1
1329,078070,KOSDAQ,1
1330,078130,KOSDAQ,1
1331,078140,KOSDAQ,1
1332,078150,KOSDAQ,1
1333,078160,KOSDAQ,1
1334,078340,KOSDAQ,1
1335,078350,KOSDAQ,1
1336,078520,KOSPI,1
1337,078590,KOSDAQ,1
1338,078600,KOSDAQ,1
1339,078650,KOSDAQ,1
1340,078860,KOSDAQ,1
1341,078890,KOSDAQ,1
1342,078930,KOSPI,1
1343,078935,KOSPI,1
1344,078940,KOSDAQ,1
1345,079000,KOSDAQ,1
1346,079160,KOSPI,1
1347,079170,KOSDAQ,1
1348,079190,KOSDAQ,1
1349,079370,KOSDAQ,1
1350,079430,KOSPI,1
1351,079550,KOSPI,1
1352,079650,KOSDAQ,1
1353,079810,KOSDAQ,1
1354,079940,KOSDAQ,1
1355,079950,KOSDAQ,1
1356,079960,KOSDAQ,1
1357,079970,KOSDAQ,1
1358,079980,KOSPI,1
1359,080000,KOSDAQ,1
1360,080010,KOSDAQ,1
1361,080160,KOSDAQ,1
1362,080220,KOSDAQ,1
1363,080420,KOSDAQ,1
1364,080470,KOSDAQ,1
1365,080520,KOSDAQ,1
1366,080530,KOSDAQ,1
1367,080580,KOSDAQ,1
1368,080720,KOSDAQ,1
1369,081000,KOSPI,1
1370,081150,KOSDAQ,1
1371,081580,KOSDAQ,1
1372,081660,KOSPI,1
1373,082210,KOSDAQ,1
1374,082270,KOSDAQ,1
1375,082640,KOSPI,1
1376,082660,KOSDAQ,1
1377,082740,KOSPI,1
1378,082800,KOSDAQ,1
1379,082850,KOSDAQ,1
1380,082920,KOSDAQ,1
1381,083310,KOSDAQ,1
1382,083420,KOSPI,1
1383,083450,KOSDAQ,1
1384,083470,KOSDAQ,1
1385,083500,KOSDAQ,1
1386,083550,KOSDAQ,1
1387,083640,KOSDAQ,1
1388,083650,KOSDAQ,1
1389,083660,KOSDAQ,1
1390,083790,KOSDAQ,1
1391,083930,KOSDAQ,1
1392,084010,KOSPI,1
1393,084110,KOSDAQ,1
1394,084180,KOSDAQ,1
1395,084370,KOSDAQ,1
1396,084650,KOSDAQ,1
1397,084670,KOSPI,1
1398,084680,KOSPI,1
1399,084690,KOSPI,1
1400,084695,KOSPI,1
1401,084730,KOSDAQ,1
1402,084850,KOSDAQ,1
1403,084870,KOSPI,1
1404,084990,KOSDAQ,1
1405,085310,KOSPI,1
1406,085370,KOSDAQ,1
1407,08537M,KOSDAQ,1
1408,085620,KOSPI,1
1409,085660,KOSDAQ,1
1410,085670,KOSDAQ,1
1411,085810,KOSDAQ,1
1412,085910,KOSDAQ,1
1413,086040,KOSDAQ,1
1414,086060,KOSDAQ,1
1415,086280,KOSPI,1
1416,086390,KOSDAQ,1
1417,086450,KOSDAQ,1
1418,086520,KOSDAQ,1
1419,086670,KOSDAQ,1
1420,086710,KOSDAQ,1
1421,086790,KOSPI,1
1422,086820,KOSDAQ,1
1423,086890,KOSDAQ,1
1424,086900,KOSDAQ,1
1425,086960,KOSDAQ,1
1426,086980,KOSDAQ,1
1427,087010,KOSDAQ,1
1428,087260,KOSDAQ,1
1429,087600,KOSDAQ,1
1430,088130,KOSDAQ,1
1431,088260,KOSPI,1
1432,088290,KOSDAQ,1
1433,088350,KOSPI,1
1434,088390,KOSDAQ,1
1435,088790,KOSPI,1
1436,088800,KOSDAQ,1
1437,088910,KOSDAQ,1
1438,088980,KOSPI,1
1439,089010,KOSDAQ,1
1440,089030,KOSDAQ,1
1441,089140,KOSDAQ,1
1442,089150,KOSDAQ,1
1443,089230,KOSDAQ,1
1444,089470,KOSPI,1
1445,089530,KOSDAQ,1
1446,089590,KOSPI,1
1447,089600,KOSDAQ,1
1448,089790,KOSDAQ,1
1449,089850,KOSDAQ,1
1450,089860,KOSPI,1
1451,089890,KOSDAQ,1
1452,089970,KOSDAQ,1
1453,089980,KOSDAQ,1
1454,090080,KOSPI,1
1455,090150,KOSDAQ,1
1456,090350,KOSPI,1
1457,090355,KOSPI,1
1458,090360,KOSDAQ,1
1459,090370,KOSPI,1
1460,090410,KOSDAQ,1
1461,090430,KOSPI,1
1462,090435,KOSPI,1
1463,090460,KOSDAQ,1
1464,090470,KOSDAQ,1
1465,090710,KOSDAQ,1
1466,090740,KOSDAQ,1
1467,090850,KOSDAQ,1
1468,091090,KOSPI,1
1469,091120,KOSDAQ,1
1470,091340,KOSDAQ,1
1471,091440,KOSDAQ,1
1472,091580,KOSDAQ,1
1473,091590,KOSDAQ,1
1474,091700,KOSDAQ,1
1475,091810,KOSPI,1
1476,091970,KOSDAQ,1
1477,091990,KOSDAQ,1
1478,092040,KOSDAQ,1
1479,092070,KOSDAQ,1
1480,092130,KOSDAQ,1
1481,092190,KOSDAQ,1
1482,092200,KOSPI,1
1483,092220,KOSPI,1
1484,092230,KOSPI,1
1485,092300,KOSDAQ,1
1486,092440,KOSPI,1
1487,092460,KOSDAQ,1
1488,092600,KOSDAQ,1
1489,092730,KOSDAQ,1
1490,092780,KOSPI,1
1491,092870,KOSDAQ,1
1492,093050,KOSPI,1
1493,093190,KOSDAQ,1
1494,093230,KOSPI,1
1495,093240,KOSPI,1
1496,093320,KOSDAQ,1
1497,093370,KOSPI,1
1498,093380,KOSDAQ,1
1499,093520,KOSDAQ,1
1500,093640,KOSDAQ,1
1501,093920,KOSDAQ,1
1502,094170,KOSDAQ,1
1503,094280,KOSPI,1
1504,094360,KOSDAQ,1
1505,094480,KOSDAQ,1
1506,094800,KOSPI,1
1507,094820,KOSDAQ,1
1508,094840,KOSDAQ,1
1509,094850,KOSDAQ,1
1510,094860,KOSDAQ,1
1511,094940,KOSDAQ,1
1512,094970,KOSDAQ,1
1513,095190,KOSDAQ,1
1514,095270,KOSDAQ,1
1515,095340,KOSDAQ,1
1516,095500,KOSDAQ,1
1517,095570,KOSPI,1
1518,095610,KOSDAQ,1
1519,095660,KOSDAQ,1
1520,095700,KOSDAQ,1
1521,095720,KOSPI,1
1522,095910,KOSDAQ,1
1523,096040,KOSDAQ,1
1524,096240,KOSDAQ,1
1525,096300,KOSPI,1
1526,096350,KOSDAQ,1
1527,096530,KOSDAQ,1
1528,096610,KOSDAQ,1
1529,096630,KOSDAQ,1
1530,096640,KOSDAQ,1
1531,096690,KOSDAQ,1
1532,096760,KOSPI,1
1533,096770,KOSPI,1
1534,096775,KOSPI,1
1535,096870,KOSDAQ,1
1536,097230,KOSPI,1
1537,097520,KOSPI,1
1538,097780,KOSDAQ,1
1539,097800,KOSDAQ,1
1540,097870,KOSDAQ,1
1541,097950,KOSPI,1
1542,097955,KOSPI,1
1543,098120,KOSDAQ,1
1544,098460,KOSDAQ,1
1545,098660,KOSDAQ,1
1546,099190,KOSDAQ,1
1547,099220,KOSDAQ,1
1548,099320,KOSDAQ,1
1549,099390,KOSDAQ,1
1550,099410,KOSDAQ,1
1551,099430,KOSDAQ,1
1552,099440,KOSDAQ,1
1553,099520,KOSDAQ,1
1554,099750,KOSDAQ,1
1555,100030,KOSDAQ,1
1556,100090,KOSDAQ,1
1557,100120,KOSDAQ,1
1558,100130,KOSDAQ,1
1559,100220,KOSPI,1
1560,100250,KOSPI,1
1561,100590,KOSDAQ,1
1562,100660,KOSDAQ,1
1563,100700,KOSDAQ,1
1564,100790,KOSDAQ,1
1565,100840,KOSPI,1
1566,101000,KOSDAQ,1
1567,101060,KOSPI,1
1568,101140,KOSPI,1
1569,101160,KOSDAQ,1
1570,101170,KOSDAQ,1
1571,101240,KOSDAQ,1
1572,101330,KOSDAQ,1
1573,101360,KOSDAQ,1
1574,101390,KOSDAQ,1
1575,101400,KOSDAQ,1
1576,101490,KOSDAQ,1
1577,101530,KOSPI,1
1578,101670,KOSDAQ,1
1579,101680,KOSDAQ,1
1580,101730,KOSDAQ,1
1581,101930,KOSDAQ,1
1582,102120,KOSDAQ,1
1583,102260,KOSPI,1
1584,102280,KOSPI,1
1585,102460,KOSPI,1
1586,102710,KOSDAQ,1
1587,102940,KOSDAQ,1
1588,103140,KOSPI,1
1589,103230,KOSDAQ,1
1590,103590,KOSPI,1
1591,103840,KOSDAQ,1
1592,104040,KOSDAQ,1
1593,104200,KOSDAQ,1
1594,104460,KOSDAQ,1
1595,104480,KOSDAQ,1
1596,104540,KOSDAQ,1
1597,104620,KOSDAQ,1
1598,104700,KOSPI,1
1599,104830,KOSDAQ,1
1600,105330,KOSDAQ,1
1601,105550,KOSDAQ,1
1602,105560,KOSPI,1
1603,105630,KOSPI,1
1604,105740,KOSDAQ,1
1605,105840,KOSPI,1
1606,106080,KOSDAQ,1
1607,106190,KOSDAQ,1
1608,106240,KOSDAQ,1
1609,106520,KOSDAQ,1
1610,107590,KOSPI,1
1611,108230,KOSDAQ,1
1612,108320,KOSDAQ,1
1613,108380,KOSDAQ,1
1614,108490,KOSDAQ,1
1615,108670,KOSPI,1
1616,108675,KOSPI,1
1617,108860,KOSDAQ,1
1618,109070,KOSPI,1
1619,109080,KOSDAQ,1
1620,109610,KOSDAQ,1
1621,109740,KOSDAQ,1
1622,109820,KOSDAQ,1
1623,109860,KOSDAQ,1
1624,109960,KOSDAQ,1
1625,110020,KOSDAQ,1
1626,110790,KOSDAQ,1
1627,110990,KOSDAQ,1
1628,111110,KOSPI,1
1629,111710,KOSDAQ,1
1630,111770,KOSPI,1
1631,111870,KOSDAQ,1
1632,112040,KOSDAQ,1
1633,112610,KOSPI,1
1634,113810,KOSDAQ,1
1635,114090,KOSPI,1
1636,114120,KOSDAQ,1
1637,114190,KOSDAQ,1
1638,114450,KOSDAQ,1
1639,114570,KOSDAQ,1
1640,114630,KOSDAQ,1
1641,114810,KOSDAQ,1
1642,114840,KOSDAQ,1
1643,115160,KOSDAQ,1
1644,115180,KOSDAQ,1
1645,115310,KOSDAQ,1
1646,115390,KOSPI,1
1647,115440,KOSDAQ,1
1648,115450,KOSDAQ,1
1649,115480,KOSDAQ,1
1650,115500,KOSDAQ,1
1651,115530,KOSDAQ,1
1652,115570,KOSDAQ,1
1653,115610,KOSDAQ,1
1654,115960,KOSDAQ,1
1655,117580,KOSPI,1
1656,117670,KOSDAQ,1
1657,117730,KOSDAQ,1
1658,118000,KOSPI,1
1659,118990,KOSDAQ,1
1660,119500,KOSDAQ,1
1661,119610,KOSDAQ,1
1662,119650,KOSPI,1
1663,119830,KOSDAQ,1
1664,119850,KOSDAQ,1
1665,119860,KOSDAQ,1
1666,120030,KOSPI,1
1667,120110,KOSPI,1
1668,120115,KOSPI,1
1669,120240,KOSDAQ,1
1670,121440,KOSDAQ,1
1671,121600,KOSDAQ,1
1672,121800,KOSDAQ,1
1673,121850,KOSDAQ,1
1674,121890,KOSDAQ,1
1675,122310,KOSDAQ,1
